Rk,Player,Tm,Age,Pos,Year,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
34,Jason Witten*,DAL,24,TE,2006,16,15,90,64,71.10%,754,11.8,1,37,58.9,42,8.4,4,47.1,0,WittJa00
35,Plaxico Burress,NYG,29,WR,2006,15,15,116,63,54.30%,988,15.7,10,43,47.4,55,8.5,4.2,65.9,2,BurrPl00
36,Darrell Jackson,SEA,28,WR,2006,13,13,112,63,56.30%,956,15.2,10,44,46.4,72,8.5,4.8,73.5,1,JackDa00
37,Ronald Curry,OAK,27,WR,2006,16,4,89,62,69.70%,727,11.7,1,40,57.3,39,8.2,3.9,45.4,0,CurrRo01
38,Joey Galloway,TAM,35,WR,2006,16,14,143,62,43.40%,1057,17,7,44,39.9,64,7.4,3.9,66.1,0,GallJo00
39,Randy McMichael,MIA,27,TE,2006,16,16,96,62,64.60%,640,10.3,3,37,53.1,24,6.7,3.9,40,0,McMiRa01
40,Reche Caldwell,NWE,27,WR,2006,16,14,102,61,59.80%,760,12.5,4,41,50,62,7.5,3.8,47.5,2,CaldRe00
41,Braylon Edwards,CLE,23,WR,2006,16,15,125,61,48.80%,884,14.5,6,38,40,75,7.1,3.8,55.3,0,EdwaBr00
42,Frank Gore*,SFO,23,RB,2006,16,16,86,61,70.90%,485,8,1,23,48.8,39,5.6,3.8,30.3,6,GoreFr00
43,Kevin Jones,DET,24,RB,2006,12,12,78,61,78.20%,520,8.5,2,26,59,26,6.7,5.1,43.3,5,JoneKe02
44,Muhsin Muhammad,CHI,33,WR,2006,16,16,117,60,51.30%,863,14.4,5,45,47.9,40,7.4,3.8,53.9,1,MuhaMu00
45,Arnaz Battle,SFO,26,WR,2006,16,15,85,59,69.40%,686,11.6,3,36,56.5,56,8.1,3.7,42.9,2,BattAr00
46,Chris Chambers,MIA,28,WR,2006,16,16,154,59,38.30%,677,11.5,4,36,31.8,46,4.4,3.7,42.3,0,ChamCh00
47,Tiki Barber*,NYG,31,RB,2006,16,16,75,58,77.30%,465,8,0,24,53.3,28,6.2,3.6,29.1,3,BarbTi00
48,Chris Cooley,WAS,24,TE,2006,16,16,95,57,60.00%,734,12.9,6,33,49.5,66,7.7,3.6,45.9,0,CoolCh00
49,Eric Moulds,HOU,33,WR,2006,16,16,78,57,73.10%,557,9.8,1,32,56.4,29,7.1,3.6,34.8,1,MoulEr00
50,Travis Taylor,MIN,28,WR,2006,16,16,87,57,65.50%,651,11.4,3,29,49.4,36,7.5,3.6,40.7,2,TaylTr01
51,Alge Crumpler*,ATL,29,TE,2006,16,16,103,56,54.40%,780,13.9,8,37,46.6,46,7.6,3.5,48.8,0,CrumAl00
52,LaDainian Tomlinson*+,SDG,27,RB,2006,16,16,80,56,70.00%,508,9.1,3,23,48.8,51,6.4,3.5,31.8,2,TomlLa00
53,Marty Booker,MIA,30,WR,2006,14,13,90,55,61.10%,747,13.6,6,36,50,52,8.3,3.9,53.4,0,BookMa00
54,Santana Moss,WAS,27,WR,2006,14,14,101,55,54.50%,790,14.4,6,36,48.5,68,7.8,3.9,56.4,2,MossSa00
55,Ladell Betts,WAS,27,RB,2006,16,9,64,53,82.80%,445,8.4,1,22,43.8,34,7,3.3,27.8,6,BettLa00
56,Deion Branch,SEA,27,WR,2006,14,13,101,53,52.50%,725,13.7,4,40,45.5,38,7.2,3.8,51.8,0,BranDe00
57,Eddie Kennison,KAN,33,WR,2006,16,16,101,53,52.50%,860,16.2,5,41,46.5,51,8.5,3.3,53.8,0,KennEd00
58,Rod Smith,DEN,36,WR,2006,16,16,94,52,55.30%,512,9.8,3,34,47.9,20,5.4,3.3,32,2,SmitRo01
59,Reggie Williams,JAX,23,WR,2006,16,14,91,52,57.10%,616,11.8,4,28,46.2,48,6.8,3.3,38.5,1,WillRe00
60,Bernard Berrian,CHI,26,WR,2006,15,14,102,51,50.00%,775,15.2,6,32,38.2,62,7.6,3.4,51.7,2,BerrBe00
61,L.J. Smith,PHI,26,TE,2006,16,15,75,50,66.70%,611,12.2,5,29,56,65,8.1,3.1,38.2,0,SmitL.00
62,Santonio Holmes,PIT,22,WR,2006,16,4,86,49,57.00%,824,16.8,2,40,55.8,67,9.6,3.1,51.5,5,HolmSa00
63,Peerless Price,BUF,30,WR,2006,16,15,78,49,62.80%,402,8.2,3,20,44.9,25,5.2,3.1,25.1,1,PricPe00
64,Ben Watson,NWE,26,TE,2006,13,13,91,49,53.80%,643,13.1,3,32,48.4,40,7.1,3.8,49.5,3,WatsBe00
65,Eric Parker,SDG,27,WR,2006,15,12,70,48,68.60%,659,13.7,0,35,60,38,9.4,3.2,43.9,0,ParkEr00
66,Michael Pittman,TAM,31,RB,2006,16,3,76,47,61.80%,405,8.6,0,16,40.8,25,5.3,2.9,25.3,2,PittMi00
67,Drew Bennett,TEN,28,WR,2006,16,15,98,46,46.90%,737,16,3,36,41.8,39,7.5,2.9,46.1,2,BennDr00
68,Reggie Brown,PHI,25,WR,2006,16,15,88,46,52.30%,816,17.7,8,34,52.3,60,9.3,2.9,51,0,BrowRe01
69,Ahman Green,GNB,29,RB,2006,14,14,63,46,73.00%,373,8.1,1,14,42.9,20,5.9,3.3,26.6,4,GreeAh00
70,Maurice Jones-Drew,JAX,21,RB,2006,16,1,62,46,74.20%,436,9.5,2,17,43.5,51,7,2.9,27.3,1,DrewMa00
71,Mewelde Moore,MIN,24,RB,2006,16,0,62,46,74.20%,468,10.2,1,15,29,50,7.5,2.9,29.3,3,MoorMe00
72,Jermaine Wiggins,MIN,31,TE,2006,16,3,67,46,68.70%,386,8.4,1,20,53.7,24,5.8,2.9,24.1,1,WiggJe00
73,Desmond Clark,CHI,29,TE,2006,16,16,80,45,56.30%,626,13.9,6,35,52.5,33,7.8,2.8,39.1,0,ClarDe00
74,D.J. Hackett,SEA,25,WR,2006,14,5,66,45,68.20%,610,13.6,4,33,65.2,47,9.2,3.2,43.6,0,HackD.00
75,Greg Jennings,GNB,23,WR,2006,14,11,104,45,43.30%,632,14,3,29,38.5,75,6.1,3.2,45.1,1,JennGr00
76,Troy Brown,NWE,35,WR,2006,16,9,75,43,57.30%,384,8.9,4,28,50.7,23,5.1,2.7,24,0,BrowTr00
77,Kevin Faulk,NWE,30,RB,2006,15,1,56,43,76.80%,356,8.3,2,15,50,43,6.4,2.9,23.7,2,FaulKe00
78,Randy Moss,OAK,29,WR,2006,13,13,96,42,43.80%,553,13.2,3,27,42.7,51,5.8,3.2,42.5,0,MossRa00
79,Chester Taylor,MIN,27,RB,2006,15,15,51,42,82.40%,288,6.9,0,17,51,24,5.6,2.8,19.2,5,TaylCh01
80,Larry Johnson*+,KAN,27,RB,2006,16,16,66,41,62.10%,410,10,2,21,37.9,78,6.2,2.6,25.6,2,JohnLa00
81,Matt Jones,JAX,23,WR,2006,14,4,76,41,53.90%,643,15.7,4,33,47.4,49,8.5,2.9,45.9,1,JoneMa00
82,Samie Parker,KAN,25,WR,2006,16,15,68,41,60.30%,561,13.7,1,32,54.4,43,8.3,2.6,35.1,0,ParkSa00
83,Joseph Addai,IND,23,RB,2006,16,0,50,40,80.00%,325,8.1,1,20,62,21,6.5,2.5,20.3,2,AddaJo00
84,Antonio Bryant,SFO,25,WR,2006,14,13,91,40,44.00%,733,18.3,3,29,37.4,72,8.1,2.9,52.4,0,BryaAn00
85,Kevin Curtis,STL,28,WR,2006,16,1,57,40,70.20%,479,12,4,26,59.6,42,8.4,2.5,29.9,1,CurtKe00
86,Bryant Johnson,ARI,25,WR,2006,16,8,74,40,54.10%,740,18.5,4,30,45.9,58,10,2.5,46.3,1,JohnBr02
87,Joe Jurevicius,CLE,32,WR,2006,13,8,65,40,61.50%,495,12.4,3,31,55.4,52,7.6,3.1,38.1,0,JureJo00
88,Michael Jenkins,ATL,24,WR,2006,16,16,83,39,47.00%,436,11.2,7,22,38.6,34,5.3,2.4,27.3,0,JenkMi00
89,George Wrighster,JAX,25,TE,2006,16,10,63,39,61.90%,353,9.1,3,23,44.4,23,5.6,2.4,22.1,0,WrigGe00
90,Edgerrin James,ARI,28,RB,2006,16,16,61,38,62.30%,217,5.7,0,10,39.3,14,3.6,2.4,13.6,3,JameEd00
91,Donte' Stallworth,PHI,26,WR,2006,12,11,70,38,54.30%,725,19.1,5,30,52.9,84,10.4,3.2,60.4,0,StalDo00
92,Joe Horn,NOR,34,WR,2006,10,9,61,37,60.70%,679,18.4,4,28,60.7,72,11.1,3.7,67.9,0,HornJo00
93,Ben Utecht,IND,25,TE,2006,15,15,53,37,69.80%,377,10.2,0,18,62.3,26,7.1,2.5,25.1,1,UtecBe00
94,Troy Williamson,MIN,23,WR,2006,14,11,76,37,48.70%,455,12.3,0,22,40.8,46,6,2.6,32.5,0,WillTr01
95,Cedrick Wilson,PIT,28,WR,2006,15,12,69,37,53.60%,504,13.6,1,25,49.3,38,7.3,2.5,33.6,2,WilsCe00
96,Patrick Crayton,DAL,27,WR,2006,16,7,48,36,75.00%,516,14.3,4,28,62.5,53,10.8,2.3,32.3,1,CrayPa00
97,Steve Heiden,CLE,30,TE,2006,16,6,46,36,78.30%,249,6.9,2,9,56.5,13,5.4,2.3,15.6,0,HeidSt00
98,Chris Henry,CIN,23,WR,2006,13,4,75,36,48.00%,605,16.8,9,26,42.7,71,8.1,2.8,46.5,0,HenrCh00
99,Thomas Jones,CHI,28,RB,2006,16,16,47,36,76.60%,154,4.3,0,6,31.9,21,3.3,2.3,9.6,1,JoneTh00
100,Keenan McCardell,SDG,36,WR,2006,14,11,51,36,70.60%,437,12.1,0,24,62.7,28,8.6,2.6,31.2,2,McCaKe00
101,Dominic Rhodes,IND,27,RB,2006,16,16,47,36,76.60%,251,7,0,9,53.2,27,5.3,2.3,15.7,3,RhodDo00
102,Ernest Wilford,JAX,27,WR,2006,16,12,74,36,48.60%,524,14.6,2,27,41.9,41,7.1,2.3,32.8,1,WilfEr00
103,Alex Smith,TAM,24,TE,2006,14,7,53,35,66.00%,250,7.1,3,12,39.6,27,4.7,2.5,17.9,1,SmitAl02
104,Nate Washington,PIT,23,WR,2006,16,2,69,35,50.70%,624,17.8,4,28,46.4,49,9,2.2,39,0,WashNa00
105,Owen Daniels,HOU,24,TE,2006,14,12,51,34,66.70%,352,10.4,5,21,60.8,33,6.9,2.4,25.1,0,DaniOw00
106,Ike Hilliard,TAM,30,WR,2006,16,0,55,34,61.80%,339,10,2,19,41.8,44,6.2,2.1,21.2,3,HillIk00
107,Eric Johnson,SFO,27,TE,2006,13,9,49,34,69.40%,292,8.6,2,15,42.9,26,6,2.6,22.5,0,JohnEr00
108,Heath Miller,PIT,24,TE,2006,16,16,55,34,61.80%,393,11.6,5,21,49.1,87,7.1,2.1,24.6,0,MillHe00
109,Josh Reed,BUF,26,WR,2006,13,1,48,34,70.80%,410,12.1,2,21,45.8,52,8.5,2.6,31.5,0,ReedJo01
110,Ronnie Brown,MIA,25,RB,2006,13,12,38,33,86.80%,276,8.4,0,12,52.6,24,7.3,2.5,21.2,4,BrowRo05
111,Michael Clayton,TAM,24,WR,2006,12,9,65,33,50.80%,356,10.8,1,22,41.5,27,5.5,2.8,29.7,2,ClayMi00
112,Wali Lundy,HOU,23,RB,2006,14,8,39,33,84.60%,204,6.2,0,7,38.5,15,5.2,2.4,14.6,1,LundWa00
113,Bobby Wade,TEN,25,WR,2006,16,2,58,33,56.90%,461,14,2,22,50,25,7.9,2.1,28.8,2,WadeBo00
114,DeAngelo Williams,CAR,23,RB,2006,13,2,36,33,91.70%,313,9.5,1,11,52.8,41,8.7,2.5,24.1,1,WillDe02
115,DeShaun Foster,CAR,26,RB,2006,14,14,46,32,69.60%,159,5,0,3,26.1,14,3.5,2.3,11.4,4,FostDe00
116,Devery Henderson,NOR,24,WR,2006,13,7,54,32,59.30%,745,23.3,5,28,53.7,76,13.8,2.5,57.3,0,HendDe00
117,Antwaan Randle El,WAS,27,WR,2006,16,16,63,32,50.80%,351,11,3,20,46,34,5.6,2,21.9,2,RandAn00
118,Amani Toomer,NYG,32,WR,2006,8,8,43,32,74.40%,360,11.3,3,22,69.8,44,8.4,4,45,0,ToomAm00
119,Chris Baker,NYJ,27,TE,2006,16,14,45,31,68.90%,300,9.7,4,18,57.8,28,6.7,1.9,18.8,0,BakeCh00
120,Willie Parker*,PIT,26,RB,2006,16,16,42,31,73.80%,222,7.2,3,12,35.7,25,5.3,1.9,13.9,7,ParkWi00
121,Dallas Clark,IND,27,TE,2006,12,12,57,30,52.60%,367,12.2,4,22,50.9,40,6.4,2.5,30.6,0,ClarDa00
122,Doug Gabriel,2TM,26,WR,2006,15,5,54,30,55.60%,428,14.3,3,0,0,45,7.9,2,28.5,1,GabrDo00
123,Deuce McAllister,NOR,28,RB,2006,15,13,36,30,83.30%,198,6.6,0,9,50,24,5.5,2,13.2,3,McAlDe00
124,Roddy White,ATL,25,WR,2006,16,5,65,30,46.20%,506,16.9,0,18,36.9,55,7.8,1.9,31.6,1,WhitRo00
125,Cadillac Williams,TAM,24,RB,2006,14,14,44,30,68.20%,196,6.5,0,4,50,21,4.5,2.1,14,3,WillCa02
126,Noah Herron,GNB,24,RB,2006,16,0,35,29,82.90%,211,7.3,2,12,51.4,16,6,1.8,13.2,2,HerrNo00
127,Marcus Robinson,MIN,31,WR,2006,10,3,58,29,50.00%,381,13.1,4,20,43.1,40,6.6,2.9,38.1,2,RobiMa00
128,Bo Scaife,TEN,25,TE,2006,14,12,56,29,51.80%,370,12.8,2,18,42.9,34,6.6,2.1,26.4,1,ScaiBo00
129,Mack Strong*,SEA,35,FB,2006,16,10,44,29,65.90%,159,5.5,0,4,31.8,13,3.6,1.8,9.9,2,StroMa00
130,Drew Carter,CAR,25,WR,2006,14,2,51,28,54.90%,357,12.8,3,14,43.1,42,7,2,25.5,0,CartDr00
131,Ashley Lelie,ATL,26,WR,2006,15,10,68,28,41.20%,430,15.4,1,22,38.2,51,6.3,1.9,28.7,0,LeliAs00
132,Randal Williams,OAK,28,TE,2006,16,10,57,28,49.10%,293,10.5,0,14,38.6,28,5.1,1.8,18.3,2,WillRa01
133,Reuben Droughns,CLE,28,RB,2006,14,12,33,27,81.80%,169,6.3,0,10,48.5,24,5.1,1.9,12.1,5,DrouRe00
134,Vincent Jackson,SDG,23,WR,2006,16,7,56,27,48.20%,453,16.8,6,18,39.3,55,8.1,1.7,28.3,0,JackVi00
135,Brandon Jones,TEN,24,WR,2006,16,10,53,27,50.90%,384,14.2,4,21,45.3,53,7.2,1.7,24,0,JoneBr02
136,Alvis Whitted,OAK,32,WR,2006,14,13,63,27,42.90%,299,11.1,0,17,34.9,33,4.7,1.9,21.4,1,WhitAl00
137,Dante Hall,KAN,28,WR,2006,15,0,40,26,65.00%,204,7.8,2,15,50,19,5.1,1.7,13.6,2,HallDa00
138,Courtney Anderson,OAK,26,TE,2006,16,11,43,25,58.10%,285,11.4,2,13,48.8,35,6.6,1.6,17.8,1,AndeCo00
139,Bubba Franks,GNB,28,TE,2006,16,14,53,25,47.20%,232,9.3,0,13,35.8,19,4.4,1.6,14.5,2,FranBu00
140,Jason McKie,CHI,26,FB,2006,15,12,38,25,65.80%,162,6.5,0,7,39.5,26,4.3,1.7,10.8,0,McKiJa00
141,Leon Washington,NYJ,24,RB,2006,16,8,31,25,80.60%,270,10.8,0,7,48.4,64,8.7,1.6,16.9,3,WashLe00
142,Tatum Bell,DEN,25,RB,2006,13,13,31,24,77.40%,115,4.8,0,5,29,16,3.7,1.8,8.8,5,BellTa00
143,Correll Buckhalter,PHI,28,RB,2006,16,1,28,24,85.70%,256,10.7,1,11,57.1,55,9.1,1.5,16,2,BuckCo00
144,Bobby Engram,SEA,33,WR,2006,7,6,36,24,66.70%,290,12.1,1,15,58.3,25,8.1,3.4,41.4,0,EngrBo00
145,Greg Lewis,PHI,26,WR,2006,16,3,34,24,70.60%,348,14.5,2,20,64.7,45,10.2,1.5,21.8,1,LewiGr01
146,Marion Barber III,DAL,23,RB,2006,16,1,32,23,71.90%,196,8.5,2,8,37.5,26,6.1,1.4,12.3,0,BarbMa01
147,Terrance Copper,NOR,24,WR,2006,15,4,42,23,54.80%,385,16.7,3,17,52.4,48,9.2,1.5,25.7,2,CoppTe00
148,Justin Griffith,ATL,26,FB,2006,16,11,28,23,82.10%,168,7.3,3,12,53.6,16,6,1.4,10.5,3,GrifJu00
149,Rudi Johnson,CIN,27,RB,2006,16,15,31,23,74.20%,124,5.4,0,5,48.4,18,4,1.4,7.8,6,JohnRu00
150,Brandon Lloyd,WAS,25,WR,2006,15,12,57,23,40.40%,365,15.9,0,16,36.8,52,6.4,1.5,24.3,1,LloyBr00
151,Justin McCareins,NYJ,28,WR,2006,16,7,40,23,57.50%,347,15.1,1,12,45,50,8.7,1.4,21.7,1,McCaJu00
152,Billy McMullen,MIN,26,WR,2006,16,0,42,23,54.80%,307,13.3,2,14,45.2,40,7.3,1.4,19.2,0,McMuBi00
153,Roscoe Parrish,BUF,24,WR,2006,16,1,40,23,57.50%,320,13.9,2,11,42.5,51,8,1.4,20,2,ParrRo00
154,Robert Royal,BUF,27,TE,2006,16,15,39,23,59.00%,233,10.1,3,13,46.2,33,6,1.4,14.6,0,RoyaRo00
155,Fred Taylor,JAX,30,RB,2006,15,15,28,23,82.10%,242,10.5,1,8,60.7,36,8.6,1.5,16.1,3,TaylFr00
156,Troy Walters,ARI,30,WR,2006,15,3,35,23,65.70%,209,9.1,2,13,54.3,26,6,1.5,13.9,3,WaltTr00
157,Kenny Watson,CIN,28,RB,2006,16,0,32,23,71.90%,213,9.3,0,12,50,46,6.7,1.4,13.3,0,WatsKe00
158,Hank Baskett,PHI,24,WR,2006,16,5,42,22,52.40%,464,21.1,2,17,47.6,89,11,1.4,29,0,BaskHa00
159,Tim Carter,NYG,27,WR,2006,16,8,48,22,45.80%,253,11.5,2,12,39.6,27,5.3,1.4,15.8,1,CartTi00
160,Rashied Davis,CHI,27,WR,2006,16,2,56,22,39.30%,303,13.8,2,16,32.1,31,5.4,1.4,18.9,1,DaviRa00
161,Warrick Dunn,ATL,31,RB,2006,16,16,28,22,78.60%,170,7.7,1,10,50,18,6.1,1.4,10.6,1,DunnWa00
162,Laurence Maroney,NWE,21,RB,2006,14,0,30,22,73.30%,194,8.8,1,11,50,31,6.5,1.6,13.9,1,MaroLa00
163,Dennis Northcutt,CLE,29,WR,2006,13,6,45,22,48.90%,228,10.4,0,10,35.6,43,5.1,1.7,17.5,1,NortDe00
164,Musa Smith,BAL,24,RB,2006,12,0,23,22,95.70%,135,6.1,0,6,30.4,30,5.9,1.8,11.3,1,SmitMu00
165,Jerramy Stevens,SEA,27,TE,2006,11,6,48,22,45.80%,231,10.5,4,12,45.8,26,4.8,2,21,1,StevJe00
166,Anthony Thomas,BUF,29,RB,2006,16,2,24,22,91.70%,139,6.3,0,6,58.3,18,5.8,1.4,8.7,1,ThomAn01
167,Demetrius Williams,BAL,23,WR,2006,16,0,45,22,48.90%,396,18,2,18,40,77,8.8,1.4,24.8,0,WillDe03
168,Mike Alstott,TAM,33,FB,2006,16,15,38,21,55.30%,85,4,0,7,23.7,18,2.2,1.3,5.3,1,AlstMi00
169,Dan Campbell,DET,30,TE,2006,16,11,32,21,65.60%,308,14.7,4,16,56.3,30,9.6,1.3,19.3,0,CampDa00
170,Daniel Graham,NWE,28,TE,2006,12,11,34,21,61.80%,235,11.2,2,12,52.9,29,6.9,1.8,19.6,1,GrahDa00
171,Derek Hagan,MIA,22,WR,2006,16,0,37,21,56.80%,221,10.5,1,13,48.6,24,6,1.3,13.8,0,HagaDe00
172,Reggie Kelly,CIN,29,TE,2006,16,16,33,21,63.60%,254,12.1,1,12,57.6,32,7.7,1.3,15.9,0,KellRe00
173,Kris Mangum,CAR,33,TE,2006,15,5,33,21,63.60%,170,8.1,1,11,51.5,19,5.2,1.4,11.3,0,MangKr00
174,David Martin,GNB,27,TE,2006,11,4,36,21,58.30%,198,9.4,2,13,50,23,5.5,1.9,18,0,MartDa00
175,Ruvell Martin,GNB,24,WR,2006,13,3,43,21,48.80%,358,17,1,16,44.2,36,8.3,1.6,27.5,0,MartRu00
176,Sammy Morris,MIA,29,RB,2006,12,4,35,21,60.00%,162,7.7,0,8,34.3,44,4.6,1.8,13.5,4,MorrSa00
177,Ovie Mughelli,BAL,26,FB,2006,16,8,24,21,87.50%,182,8.7,2,7,62.5,30,7.6,1.3,11.4,1,MughOv00
178,Mike Bell,DEN,23,RB,2006,15,3,27,20,74.10%,158,7.9,0,5,29.6,24,5.9,1.3,10.5,1,BellMi00
179,Vernon Davis,SFO,22,TE,2006,10,8,42,20,47.60%,265,13.3,3,9,35.7,52,6.3,2,26.5,1,DaviVe00
180,Brad Hoover,CAR,30,FB,2006,16,12,29,20,69.00%,122,6.1,0,4,34.5,16,4.2,1.3,7.6,2,HoovBr00
181,Joe Klopfenstein,STL,23,TE,2006,16,16,34,20,58.80%,226,11.3,1,9,52.9,28,6.6,1.3,14.1,0,KlopJo00
182,ReShard Lee,OAK,26,RB,2006,16,3,25,20,80.00%,138,6.9,0,8,48,15,5.5,1.3,8.6,1,LeexRe00
183,Brandon Marshall,DEN,22,WR,2006,15,1,37,20,54.10%,309,15.5,2,13,45.9,71,8.4,1.3,20.6,1,MarsBr00
184,Daniel Wilcox,BAL,29,TE,2006,14,6,27,20,74.10%,166,8.3,3,12,55.6,35,6.1,1.4,11.9,2,WilcDa01
185,Aaron Stecker,NOR,31,RB,2006,12,1,28,19,67.90%,190,10,0,9,50,48,6.8,1.6,15.8,0,StecAa00
186,David Tyree,NYG,26,WR,2006,16,1,33,19,57.60%,197,10.4,2,10,42.4,33,6,1.2,12.3,0,TyreDa00
187,Stephen Alexander,DEN,31,TE,2006,16,14,35,18,51.40%,160,8.9,2,10,42.9,24,4.6,1.1,10,0,AlexSt00
188,Anthony Becht,TAM,29,TE,2006,16,16,26,18,69.20%,115,6.4,1,4,53.8,13,4.4,1.1,7.2,1,BechAn00
189,Nate Burleson,SEA,25,WR,2006,16,7,37,18,48.60%,192,10.7,2,9,40.5,36,5.2,1.1,12,2,BurlNa00
190,Mark Campbell,NOR,31,TE,2006,14,10,29,18,62.10%,164,9.1,0,8,44.8,33,5.7,1.3,11.7,0,CampMa00
191,Jameel Cook,HOU,27,FB,2006,11,6,26,18,69.20%,107,5.9,0,6,42.3,15,4.1,1.6,9.7,2,CookJa00
192,Bryan Fletcher,IND,27,TE,2006,15,3,25,18,72.00%,202,11.2,2,13,64,26,8.1,1.2,13.5,0,FletBr00
193,Arlen Harris,DET,26,RB,2006,10,3,25,18,72.00%,132,7.3,0,4,44,20,5.3,1.8,13.2,0,HarrAr00
194,Verron Haynes,PIT,27,RB,2006,7,0,22,18,81.80%,95,5.3,0,4,27.3,16,4.3,2.6,13.6,1,HaynVe00
